feature,mean_shap,raw_feature
wants raise,-0.0005125326919495256,text__want rais
deportation,-0.0005113348295726768,text__deport
brought,-0.0005105067492639657,text__brought
Subject: welfare,-0.0005082817462778274,subject__welfare
municipal,-0.000505965901820308,text__municip
Context: a House floor speech,-0.0005059575947797538,context__Context_a House floor speech
cia,-0.0005059228381940639,text__cia
Speaker's job title: Radio/TV host,-0.0005057717231862879,job__Speaker's job title_Radio/TV host
Speaker's job title: Member of the U.S. House,-0.0005057717231862879,job__Speaker's job title_Member of the U.S. House
Context: in a television ad,-0.0005057717231862879,context__Context_in a television ad
Speaker's job title: Philanthropist,-0.0005057717231862879,job__Speaker's job title_Philanthropist
stimulus money,-0.0005056756711417981,text__stimulu money
top,-0.0005049451337531281,text__top
place,-0.0005044436668909858,text__place
option,-0.0005043595671796723,text__option
god,-0.0005042625567550972,text__god
told,-0.0005039089989099831,text__told
number,-0.000502301653878504,text__number
capability,-0.0005019254759838711,text__capabl
still,-0.0005005530408056537,text__still
rail,-0.0004994657504764745,text__rail
defense,-0.0004977448664605987,text__defens
stores,-0.0004965676962821631,text__store
care spending,-0.0004965403842081347,text__care spend
faster,-0.0004954676573969234,text__faster
Speaker's job title: Fox News Channel host,-0.0004951660873180603,job__Speaker's job title_Fox News Channel host
medicare know,-0.0004950848352581609,text__medicar know
vladimir putin,-0.0004948084416356613,text__vladimir putin
vladimir,-0.0004948084416356613,text__vladimir
never work,-0.000493981202324212,text__never work
voted six,-0.0004937629467284741,text__vote six
really,-0.0004937140518501327,text__realli
tax dollars,-0.0004935967441381195,text__tax dollar
private social,-0.0004930557988855531,text__privat social
expensive,-0.0004923157176086477,text__expens
class,-0.0004917933632935517,text__class
minnesota,-0.0004915969314578828,text__minnesota
tom barrett,-0.0004914482820545595,text__tom barrett
made easier,-0.0004881623954411081,text__made easier
least percent,-0.0004879014981928537,text__least percent
five,-0.0004871019411868379,text__five
owners,-0.00048577783056412833,text__owner
area,-0.00048538823915908035,text__area
good,-0.0004841095157848543,text__good
Subject: animals,-0.0004836792984835631,subject__animals
mouse,-0.00048321485868013994,text__mous
federal health,-0.00048273822756085295,text__feder health
obama policy,-0.0004823738026077991,text__obama polici
bill put,-0.00048115533867322356,text__bill put
trump said,-0.00048068465843006627,text__trump said
david perdue,-0.0004800803937337208,text__david perdu
sherrod,-0.0004794721544269123,text__sherrod
reduce,-0.00047932463346732996,text__reduc
question,-0.00047809953081492354,text__question
outside,-0.0004774843330871619,text__outsid
margaret,-0.00047549302460256256,text__margaret
apology,-0.00047472168486356695,text__apolog
plan help,-0.00047364634177583223,text__plan help
new international,-0.00047302657665738594,text__new intern
ii,-0.00047215265615043085,text__ii
beaten,-0.00047157545225794367,text__beaten
Subject: city-government,-0.0004708852760527848,subject__city-government
bad,-0.0004700551637341177,text__bad
State: Louisiana,-0.00046968442234152937,state__State_Louisiana
Speaker's job title: Former mayor of Houston,-0.0004695589822038241,job__Speaker's job title_Former mayor of Houston
charge,-0.00046927087166831835,text__charg
white house,-0.00046848562864705936,text__white hous
scott,-0.00046825785196159814,text__scott
says rep,-0.00046813520480787016,text__say rep
Subject: wealth,-0.00046786769759220125,subject__wealth
show wisconsin,-0.00046708704923772873,text__show wisconsin
says tom,-0.0004632432390316385,text__say tom
congress approved,-0.00046200538147205103,text__congress approv
refugees,-0.0004614738902003261,text__refuge
defeat,-0.0004607849759504548,text__defeat
private sector,-0.0004599057646309405,text__privat sector
new,-0.0004585916714196748,text__new
michelle bachmann,-0.00045796793548750803,text__michel bachmann
fewer jobs,-0.0004577969151052198,text__fewer job
defense budget,-0.00045754851692909095,text__defens budget
help save,-0.00045664937509437337,text__help save
church,-0.00045615530937051263,text__church
hedge funding,-0.00045584692179599743,text__hedg fund
hedge,-0.00045584692179599743,text__hedg
referring,-0.00045539750553247256,text__refer
risk,-0.0004549451134806018,text__risk
intelligence,-0.00045460914136134475,text__intellig
trade deficit,-0.0004542187881135748,text__trade deficit
Speaker's job title: mayor of Providence,-0.0004539329351116804,job__Speaker's job title_mayor of Providence
terrorism,-0.0004538145469414068,text__terror
away,-0.0004527677783667416,text__away
program,-0.0004521186277236283,text__program
wants bring,-0.00045042134741304094,text__want bring
grandfather,-0.00045001399635858876,text__grandfath
welfare,-0.0004489562014797289,text__welfar
Speaker's job title: Ohio treasurer,-0.0004487617798796005,job__Speaker's job title_Ohio treasurer
registry,-0.00044788691877736825,text__registri
high speed,-0.0004478163015516551,text__high speed
viewers,-0.0004477857400587388,text__viewer
State: North Carolina,-0.0004476880988170506,state__State_North Carolina
employees union,-0.0004476800985777298,text__employe union
track record,-0.0004470345213650121,text__track record
hiv aid,-0.00044618034303135605,text__hiv aid
islamic,-0.0004458828184079523,text__islam
fannie,-0.0004458015326983879,text__fanni
woman,-0.00044507903498100396,text__woman
says democrats,-0.0004449757848142877,text__say democrat
shut,-0.00044317481153154645,text__shut
charlotte,-0.0004428219644439578,text__charlott
energy independent,-0.00044168172493682934,text__energi independ
approved rate,-0.0004415447584551643,text__approv rate
young,-0.0004401822841001176,text__young
sic,-0.00044011061710554116,text__sic
year since,-0.00044003908847048336,text__year sinc
foreign policy,-0.00043988916787228644,text__foreign polici
take money,-0.000437961066439463,text__take money
betty,-0.0004376552074701425,text__betti
budget shortfall,-0.0004373861111202807,text__budget shortfal
promised would,-0.0004350059110724075,text__promis would
lanes,-0.0004343465337084879,text__lane
"Context: a broadcast of ""The Five"" on Fox News",-0.0004341566648620543,"context__Context_a broadcast of ""The Five"" on Fox News"
Context: a conference call with reporters,-0.0004341566648620543,context__Context_a conference call with reporters
travel,-0.0004334120574923461,text__travel
warmer,-0.0004328965836602431,text__warmer
cents,-0.0004326771763086787,text__cent
support,-0.00042876019331992824,text__support
sutton,-0.00042834774763038835,text__sutton
betty sutton,-0.00042834774763038835,text__betti sutton
cups,-0.0004276403517821543,text__cup
russians,-0.00042684590043536567,text__russian
wendy davis,-0.0004261527840057493,text__wendi davi
congress would,-0.0004260965612939951,text__congress would
red,-0.0004258486097250338,text__red
shortfall,-0.0004252273815678463,text__shortfal
ever record,-0.0004251043124827812,text__ever record
says bill,-0.00042446217060016026,text__say bill
proposition,-0.00042213518749715324,text__proposit
rate three,-0.0004186825804441444,text__rate three
roof,-0.00041767824553614084,text__roof
six,-0.000416392098388787,text__six
ganley,-0.0004163054696924892,text__ganley
already,-0.00041600359148961496,text__alreadi
Context: a newspaper ad,-0.0004133853086526036,context__Context_a newspaper ad
Context: a Facebook post.,-0.0004133853086526036,context__Context_a Facebook post.
going take,-0.0004130231186114942,text__go take
constitution,-0.00041278980835903926,text__constitut
air force,-0.00041262427509698745,text__air forc
higher,-0.0004123956378945434,text__higher
unprecedented,-0.0004118065816750256,text__unpreced
income,-0.00041032937023073606,text__incom
door,-0.00041014526930219637,text__door
later,-0.00040982290690583245,text__later
lobbyists,-0.0004097184126737278,text__lobbyist
real,-0.00040925431017774775,text__real
recipients,-0.00040906722559642315,text__recipi
partnership,-0.0004082269856128478,text__partnership
vacation,-0.00040800734427967085,text__vacat
state people,-0.0004073415429777115,text__state peopl
support president,-0.0004070345358008969,text__support presid
oath,-0.00040688345061217504,text__oath
people went,-0.0004062884509289012,text__peopl went
ponzi scheme,-0.00040574387328393455,text__ponzi scheme
"Context: a debate in Manchester, N.H.",-0.00040567635524201766,"context__Context_a debate in Manchester, N.H."
scott walker,-0.0004049756800355876,text__scott walker
bracket,-0.0004048187173647924,text__bracket
put,-0.0004044313573981624,text__put
margaret sanger,-0.0004035649774916184,text__margaret sanger
sanger,-0.0004035649774916184,text__sanger
genocide,-0.00040305783625492724,text__genocid
review,-0.00040272885011186977,text__review
marshall,-0.0004018738980896514,text__marshal
healthy,-0.00040131733475979854,text__healthi
hope,-0.0003985593438629994,text__hope
justin,-0.00039820244125635373,text__justin
tremendous,-0.00039783588477753404,text__tremend
whatever,-0.00039659500864881476,text__whatev
fleet,-0.0003960943410797519,text__fleet
buy gun,-0.0003952612554406689,text__buy gun
taxpayers billion,-0.00039512225955243025,text__taxpay billion
proven,-0.00039444978545236374,text__proven
government jobs,-0.0003940938919357318,text__govern job
senate obama,-0.0003938934149833436,text__senat obama
Speaker's job title: State Senator,-0.00039293274511579147,job__Speaker's job title_State Senator
secretary state,-0.00039243799885339126,text__secretari state
irs,-0.00039222849343319453,text__ir
government spending,-0.0003918662094853369,text__govern spend
income tax,-0.00039157591075582993,text__incom tax
plan raise,-0.00039140295194248074,text__plan rais
million federal,-0.00039120202185183534,text__million feder
trayvon,-0.0003906314300451731,text__trayvon
robert hurt,-0.0003893881330022198,text__robert hurt
check,-0.0003884774339089052,text__check
sen sherrod,-0.0003884580312053223,text__sen sherrod
shred,-0.000388070626789263,text__shred
gains,-0.0003876181708440397,text__gain
Speaker's job title: political action committee,-0.00038735715197556366,job__Speaker's job title_political action committee
bowl,-0.00038698062978588033,text__bowl
Subject: city-budget,-0.0003861619688047803,subject__city-budget
State: Iowa,-0.00038519424108979456,state__State_Iowa
children,-0.0003851924428039083,text__children
says house,-0.00038489782102660525,text__say hous
less,-0.0003832877317170354,text__less
received percent,-0.00038278205535837096,text__receiv percent
cash,-0.00038263634784395405,text__cash
bill pascrell,-0.0003824847982050648,text__bill pascrel
pascrell,-0.0003824847982050648,text__pascrel
wisconsin supreme,-0.00038229446921442153,text__wisconsin suprem
good idea,-0.00038226343658243116,text__good idea
state government,-0.00038221825649769524,text__state govern
recent year,-0.00038207505219515483,text__recent year
campaign,-0.00038075083501695235,text__campaign
Speaker's job title: U.S. representative from Fort Myers,-0.00038032221338096914,job__Speaker's job title_U.S. representative from Fort Myers
signers,-0.0003797783705948797,text__signer
rapists,-0.00037752564701317023,text__rapist
state house,-0.0003764241660985403,text__state hous
public safety,-0.00037549492487919014,text__public safeti
pay new,-0.0003746731934994744,text__pay new
global warming,-0.00037428934508059017,text__global warm
tammy,-0.00037423786962806826,text__tammi
ran,-0.0003720089159122709,text__ran
